date,killed,injured,victims,state,city,incident,geolocation,congressional_district,rifle_type,handgun_general,handgun_specific,handgun_type
2016-11-04,0,4,4,Pennsylvania,Philadelphia,http://www.gunviolencearchive.org/incident/693307,"39.9403, -75.2251",2,NA,NA,NA,NA
2016-11-03,2,2,4,Illinois,Chicago,http://www.gunviolencearchive.org/incident/692020,"41.7935, -87.5804",2,NA,NA,NA,NA
2016-11-03,2,2,4,New Jersey,Orange,http://www.gunviolencearchive.org/incident/692315,"40.7788, -74.2272",10,NA,NA,NA,NA
2016-11-02,1,4,5,Arkansas,Little Rock,http://www.gunviolencearchive.org/incident/692025,"34.7279, -92.2659",2,NA,NA,NA,NA
2016-11-01,1,5,6,Tennessee,Memphis,http://www.gunviolencearchive.org/incident/691113,"35.0063, -89.9592",9,NA,NA,NA,NA
2016-10-31,0,4,4,Louisiana,Shreveport,http://www.gunviolencearchive.org/incident/689518,"32.4437, -93.7695",4,NA,Handgun,NA,NA
2016-10-30,0,4,4,Ohio,Toledo,http://www.gunviolencearchive.org/incident/688979,"41.6478, -83.5771",9,NA,NA,NA,NA
2016-10-30,0,4,4,New York,New York (Manhattan),http://www.gunviolencearchive.org/incident/688841,"40.7197, -73.9829",12,NA,NA,NA,NA
2016-10-30,2,5,7,New York,Newburgh,http://www.gunviolencearchive.org/incident/688577,"41.502, -74.0104",18,NA,Handgun,NA,NA
2016-10-30,3,3,6,Maryland,Capitol Heights,http://www.gunviolencearchive.org/incident/689020,"38.8701, -76.8896",4,NA,NA,NA,NA
2016-10-30,0,5,5,Texas,San Antonio,http://www.gunviolencearchive.org/incident/688592,NA,NA,NA,NA,NA,NA
2016-10-29,1,3,4,Ohio,Dayton,http://www.gunviolencearchive.org/incident/687940,"39.7772, -84.2521",10,NA,NA,NA,NA
2016-10-29,0,5,5,California,Los Angeles,http://www.gunviolencearchive.org/incident/689009,"33.9374, -118.219",44,NA,NA,NA,NA
2016-10-29,0,4,4,California,Riverside,http://www.gunviolencearchive.org/incident/688210,"33.9366, -117.406",41,NA,NA,NA,NA
2016-10-28,0,6,6,Mississippi,Jackson,http://www.gunviolencearchive.org/incident/688429,"32.3339, -90.1861",2,NA,Handgun,NA,NA
2016-10-28,0,4,4,Florida,Miami Gardens,http://www.gunviolencearchive.org/incident/687375,"25.9322, -80.2448",24,NA,NA,NA,NA
2016-10-27,4,0,4,Georgia,Jackson,http://www.gunviolencearchive.org/incident/686312,"33.384, -83.9905",10,NA,NA,NA,NA
2016-10-25,1,3,4,Ohio,Dayton,http://www.gunviolencearchive.org/incident/685379,"39.7995, -84.2076",10,NA,NA,NA,NA
2016-10-25,2,3,5,Virginia,Roanoke,http://www.gunviolencearchive.org/incident/684130,"37.2732, -79.9306",6,NA,handgun,9mm,9mm
2016-10-23,1,5,6,Oklahoma,Wellston,http://www.gunviolencearchive.org/incident/683142,"35.6755, -97.1058",3,AR-15,Handgun,NA,22 LR
2016-10-22,0,7,7,California,Oakland,http://www.gunviolencearchive.org/incident/682298,"37.7639, -122.175",13,NA,NA,NA,NA
2016-10-18,0,4,4,California,San Francisco,http://www.gunviolencearchive.org/incident/679290,"37.7196, -122.426",12,NA,NA,NA,NA
2016-10-17,1,4,5,Illinois,Chicago (Englewood),http://www.gunviolencearchive.org/incident/678438,"41.7721, -87.6725",7,NA,NA,NA,NA
2016-10-15,0,5,5,Alabama,Mobile,http://www.gunviolencearchive.org/incident/677293,"30.703, -88.0787",1,NA,NA,NA,NA
2016-10-15,1,5,6,Illinois,Rockford,http://www.gunviolencearchive.org/incident/676686,"42.271, -88.9649",16,NA,NA,NA,NA
2016-10-15,4,11,15,California,Los Angeles,http://www.gunviolencearchive.org/incident/676663,"34.0274, -118.351",37,NA,NA,NA,NA
2016-10-14,1,6,7,Illinois,Chicago,http://www.gunviolencearchive.org/incident/676376,"41.8839, -87.7086",7,NA,NA,NA,NA
2016-10-13,0,4,4,Illinois,Chicago,http://www.gunviolencearchive.org/incident/675993,"41.8723, -87.6937",7,NA,NA,NA,NA
2016-10-09,1,8,9,Michigan,Grand Rapids,http://www.gunviolencearchive.org/incident/672203,"42.9125, -85.6209",3,NA,NA,NA,NA
2016-10-09,1,3,4,California,Sacramento,http://www.gunviolencearchive.org/incident/672217,"38.5982, -121.428",6,NA,NA,NA,NA
2016-10-08,0,4,4,New York,Brooklyn,http://www.gunviolencearchive.org/incident/671717,"40.6322, -74.0272",11,NA,NA,NA,NA
2016-10-04,3,2,5,Louisiana,New Orleans,http://www.gunviolencearchive.org/incident/669777,"29.9673, -90.1019",2,NA,NA,NA,NA
2016-10-03,0,4,4,Minnesota,Minneapolis,http://www.gunviolencearchive.org/incident/668407,"44.9804, -93.2713",5,NA,NA,NA,NA
2016-10-02,1,4,5,Texas,San Antonio,http://www.gunviolencearchive.org/incident/667984,"29.3988, -98.5045",35,NA,NA,NA,NA
2016-10-01,4,0,4,Illinois,Pembroke Township,http://www.gunviolencearchive.org/incident/668279,"41.086, -87.5391",2,NA,NA,9mm,9mm
2016-10-01,0,4,4,California,Fresno,http://www.gunviolencearchive.org/incident/668352,"36.7568, -119.771",16,NA,NA,NA,NA
2016-09-29,1,3,4,California,San Francisco,http://www.gunviolencearchive.org/incident/665995,"37.7849, -122.413",12,NA,NA,NA,NA
2016-09-26,0,4,4,North Carolina,Winston Salem (Winston-salem),http://www.gunviolencearchive.org/incident/663624,"36.1144, -80.2452",12,NA,handgun,NA,NA
2016-09-26,0,4,4,Texas,Humble,http://www.gunviolencearchive.org/incident/663789,"30.022, -95.3124",2,NA,NA,NA,NA
2016-09-26,1,6,7,Texas,Houston,http://www.gunviolencearchive.org/incident/663106,"29.7237, -95.4414",7,AR-15,NA,NA,45 Auto
2016-09-25,1,3,4,Illinois,Champaign,http://www.gunviolencearchive.org/incident/662548,"40.1102, -88.2354",13,NA,NA,NA,NA
2016-09-24,0,8,8,Maryland,Baltimore,http://www.gunviolencearchive.org/incident/662342,"39.3048, -76.6082",7,NA,handgun,NA,NA
2016-09-23,5,0,5,Washington,Burlington,http://www.gunviolencearchive.org/incident/661703,"48.4646, -122.338",2,NA,NA,NA,22 LR
2016-09-18,0,4,4,Pennsylvania,Philadelphia,http://www.gunviolencearchive.org/incident/657854,"39.9833, -75.0838",1,NA,NA,NA,NA
2016-09-18,1,3,4,Virginia,Lynchburg,http://www.gunviolencearchive.org/incident/657863,"37.4222, -79.1502",6,NA,NA,NA,NA
2016-09-18,0,4,4,Pennsylvania,Pittsburgh,http://www.gunviolencearchive.org/incident/658226,"40.4584, -80.0173",14,NA,NA,NA,NA
2016-09-17,0,6,6,Florida,Miami,http://www.gunviolencearchive.org/incident/659289,"25.5846, -80.3855",26,NA,NA,NA,82 SW
2016-09-17,1,6,7,Florida,Orlando,http://www.gunviolencearchive.org/incident/657136,"28.5269, -81.4243",5,NA,NA,NA,NA
2016-09-17,2,2,4,Indiana,Indianapolis,http://www.gunviolencearchive.org/incident/657151,"39.8909, -86.1968",5,NA,NA,NA,NA
2016-09-17,2,7,9,District of Columbia,Washington,http://www.gunviolencearchive.org/incident/657634,"38.8583, -76.9966",1,NA,NA,NA,NA
2016-09-16,2,5,7,Pennsylvania,Philadelphia,http://www.gunviolencearchive.org/incident/657023,"39.9575, -75.2234",2,NA,NA,9mm,9mm
2016-09-16,2,2,4,California,Los Angeles (Hollywood),http://www.gunviolencearchive.org/incident/656991,"34.0797, -118.295",28,NA,NA,NA,NA
2016-09-14,1,3,4,Texas,Humble,http://www.gunviolencearchive.org/incident/655512,"29.9586, -95.3023",18,NA,NA,NA,NA
2016-09-13,3,2,5,Indiana,Fort Wayne,http://www.gunviolencearchive.org/incident/654087,"41.0803, -85.1155",3,NA,NA,NA,NA
2016-09-11,3,1,4,Indiana,Fort Wayne,http://www.gunviolencearchive.org/incident/652642,"41.0574, -85.1186",3,NA,NA,NA,NA
2016-09-11,1,5,6,Louisiana,New Orleans,http://www.gunviolencearchive.org/incident/653077,"29.9447, -90.0911",2,NA,NA,NA,NA
2016-09-11,1,3,4,New Jersey,Jersey City,http://www.gunviolencearchive.org/incident/652759,"40.7332, -74.07",10,NA,NA,NA,NA
2016-09-11,0,6,6,Missouri,Kansas City,http://www.gunviolencearchive.org/incident/652584,"39.0529, -94.5917",5,NA,NA,NA,NA
2016-09-11,0,5,5,Michigan,Saginaw,http://www.gunviolencearchive.org/incident/652561,"43.5085, -83.9589",4,NA,NA,NA,NA
2016-09-11,0,5,5,North Carolina,New Bern,http://www.gunviolencearchive.org/incident/652606,"35.08, -77.0298",3,NA,NA,NA,NA
2016-09-10,1,3,4,Florida,Miami,http://www.gunviolencearchive.org/incident/652175,"25.809, -80.2516",27,NA,NA,NA,NA
2016-09-08,4,0,4,Texas,Del Valle,http://www.gunviolencearchive.org/incident/651957,"30.1343, -97.5936",35,NA,NA,NA,NA
2016-09-08,1,4,5,Arkansas,Hot Springs National Park (Hot Springs),http://www.gunviolencearchive.org/incident/651434,"34.4989, -93.0754",4,NA,NA,NA,NA
2016-09-05,2,3,5,Illinois,Chicago,http://www.gunviolencearchive.org/incident/648884,"41.8723, -87.6937",7,NA,NA,NA,NA
2016-09-05,0,4,4,Pennsylvania,Reading,http://www.gunviolencearchive.org/incident/648490,"40.3444, -75.9189",16,NA,NA,NA,NA
2016-09-04,1,10,11,Virginia,Roanoke,http://www.gunviolencearchive.org/incident/647865,"37.2838, -79.9227",6,NA,NA,NA,NA
2016-09-03,0,4,4,Illinois,Chicago,http://www.gunviolencearchive.org/incident/646855,"41.9706, -87.6805",5,NA,NA,NA,NA
2016-09-03,1,3,4,North Carolina,Wilmington,http://www.gunviolencearchive.org/incident/646995,"34.2462, -77.9072",3,NA,NA,NA,NA
2016-08-30,0,4,4,Georgia,Atlanta,http://www.gunviolencearchive.org/incident/644723,"33.7691, -84.3735",5,AR-15,NA,NA,40 SW
2016-08-30,0,4,4,Illinois,Chicago (Englewood),http://www.gunviolencearchive.org/incident/643824,"41.7702, -87.6643",7,NA,NA,NA,NA
2016-08-29,1,5,6,New Jersey,Egg Harbor City,http://www.gunviolencearchive.org/incident/641732,"39.5265, -74.6439",2,AR-15,handgun,NA,NA
2016-08-29,5,0,5,California,Temecula,http://www.gunviolencearchive.org/incident/684389,"33.5196, -117.032",42,NA,NA,NA,NA
2016-08-28,0,6,6,Texas,Lubbock,http://www.gunviolencearchive.org/incident/641419,"33.5809, -101.918",19,NA,NA,NA,NA
2016-08-28,0,4,4,New York,Bronx,http://www.gunviolencearchive.org/incident/640677,"40.8194, -73.9114",15,NA,NA,NA,NA
2016-08-28,2,2,4,Missouri,Saint Louis,http://www.gunviolencearchive.org/incident/640689,"38.5837, -90.2447",1,NA,NA,NA,NA
2016-08-28,0,5,5,Alabama,Dadeville,http://www.gunviolencearchive.org/incident/640861,"32.8307, -85.7612",3,NA,NA,NA,NA
2016-08-27,1,6,7,Alabama,Bessemer (Brighton),http://www.gunviolencearchive.org/incident/640500,"33.4414, -86.951",7,NA,Handgun,NA,NA
2016-08-27,2,4,6,Florida,Miami,http://www.gunviolencearchive.org/incident/640203,"25.8505, -80.2298",24,NA,NA,NA,NA
2016-08-25,0,5,5,New Jersey,Bridgeton,http://www.gunviolencearchive.org/incident/640901,"39.4318, -75.2289",2,NA,NA,NA,NA
2016-08-21,0,13,13,Connecticut,Bridgeport,http://www.gunviolencearchive.org/incident/634787,"41.1981, -73.1753",4,NA,handgun,NA,40 SW
2016-08-21,0,4,4,Massachusetts,Boston,http://www.gunviolencearchive.org/incident/634889,"42.2911, -71.0888",7,NA,NA,NA,NA
2016-08-20,0,5,5,Washington,Tacoma,http://www.gunviolencearchive.org/incident/634731,"47.2554, -122.439",6,NA,NA,NA,NA
2016-08-20,0,4,4,Connecticut,Hamden,http://www.gunviolencearchive.org/incident/634238,"41.3376, -72.9351",3,NA,NA,NA,NA
2016-08-20,5,0,5,Alabama,Citronelle,http://www.gunviolencearchive.org/incident/634819,"31.05, -88.3088",1,NA,NA,NA,NA
2016-08-18,0,4,4,Connecticut,Waterbury,http://www.gunviolencearchive.org/incident/632747,"41.5543, -73.0338",5,NA,NA,NA,NA
2016-08-17,0,4,4,California,Oakland,http://www.gunviolencearchive.org/incident/632753,"37.8153, -122.29",13,NA,NA,NA,NA
2016-08-14,0,4,4,Virginia,Norfolk,http://www.gunviolencearchive.org/incident/630007,"36.8273, -76.2677",3,NA,NA,NA,NA
2016-08-14,0,5,5,Minnesota,Minneapolis,http://www.gunviolencearchive.org/incident/629415,"44.9914, -93.3021",5,NA,NA,NA,NA
2016-08-13,0,4,4,California,Los Angeles,http://www.gunviolencearchive.org/incident/629663,"33.9828, -118.329",37,NA,NA,NA,NA
2016-08-13,2,2,4,Wisconsin,Milwaukee,http://www.gunviolencearchive.org/incident/628570,"43.0799, -87.9637",4,NA,NA,NA,NA
2016-08-13,0,4,4,New York,Richmond Hill,http://www.gunviolencearchive.org/incident/628623,"40.6952, -73.842",5,NA,NA,NA,NA
2016-08-13,0,4,4,Missouri,Joplin,http://www.gunviolencearchive.org/incident/628635,"37.0713, -94.4943",7,NA,handgun,NA,NA
2016-08-12,1,3,4,Florida,Jacksonville,http://www.gunviolencearchive.org/incident/628178,"30.368, -81.6548",5,NA,NA,NA,NA
2016-08-12,1,3,4,Texas,Dallas,http://www.gunviolencearchive.org/incident/627519,"32.8804, -96.6979",32,NA,NA,NA,NA
2016-08-11,0,4,4,Pennsylvania,Philadelphia,http://www.gunviolencearchive.org/incident/627757,"40.0373, -75.1606",2,AR-15,NA,NA,NA
2016-08-10,0,4,4,Illinois,Evanston,http://www.gunviolencearchive.org/incident/626153,"42.0539, -87.6928",9,NA,NA,NA,NA
2016-08-10,1,3,4,California,Sacramento,http://www.gunviolencearchive.org/incident/626960,"38.4987, -121.458",6,NA,NA,NA,NA
2016-08-08,2,2,4,New Mexico,Albuquerque,http://www.gunviolencearchive.org/incident/625735,"35.0786, -106.549",1,NA,NA,NA,NA
2016-08-08,0,7,7,Florida,Jacksonville,http://www.gunviolencearchive.org/incident/624273,"30.3022, -81.7334",5,NA,NA,NA,NA
2016-08-07,1,3,4,California,Los Angeles,http://www.gunviolencearchive.org/incident/624156,"33.9866, -118.283",37,NA,NA,NA,NA
2016-08-07,1,3,4,Mississippi,Vicksburg,http://www.gunviolencearchive.org/incident/624046,"32.3433, -90.8394",2,NA,Handgun,NA,NA
2016-08-07,2,2,4,Colorado,Arvada,http://www.gunviolencearchive.org/incident/623523,"39.7946, -105.053",7,NA,NA,NA,NA
2016-08-07,0,4,4,Illinois,Chicago,http://www.gunviolencearchive.org/incident/623439,"41.7741, -87.7202",3,NA,NA,NA,NA
2016-08-06,5,0,5,Pennsylvania,Reading (Sinking Spring),http://www.gunviolencearchive.org/incident/623195,"40.33, -76.0256",16,NA,NA,NA,38 Spl
2016-08-05,1,3,4,Michigan,Pontiac,http://www.gunviolencearchive.org/incident/624057,"42.6377, -83.3116",14,NA,NA,NA,NA
2016-08-05,2,2,4,California,Perris,http://www.gunviolencearchive.org/incident/622500,"33.83, -117.285",41,NA,NA,NA,NA
2016-08-04,0,4,4,Tennessee,Memphis,http://www.gunviolencearchive.org/incident/621232,"35.1614, -90.0277",9,NA,NA,NA,NA
2016-08-03,1,3,4,Georgia,Decatur,http://www.gunviolencearchive.org/incident/620247,"33.738, -84.2498",4,NA,NA,NA,NA
2016-08-02,0,4,4,Florida,Hollywood (West Park),http://www.gunviolencearchive.org/incident/619708,"25.9842, -80.2004",24,NA,NA,NA,NA
2016-08-01,0,4,4,Indiana,Evansville,http://www.gunviolencearchive.org/incident/619408,"37.9644, -87.5498",8,NA,NA,NA,NA
2016-07-31,3,1,4,Florida,Miami,http://www.gunviolencearchive.org/incident/617789,"25.5776, -80.3789",26,NA,NA,NA,NA
2016-07-31,1,4,5,Texas,Austin,http://www.gunviolencearchive.org/incident/617607,"30.2678, -97.7407",21,NA,handgun,NA,NA
2016-07-30,0,5,5,Missouri,Saint Louis,http://www.gunviolencearchive.org/incident/617712,"38.6539, -90.2633",1,NA,NA,NA,NA
2016-07-30,0,5,5,Georgia,Townsend (Eulonia),http://www.gunviolencearchive.org/incident/618321,"31.5211, -81.4329",1,NA,NA,NA,NA
2016-07-30,3,1,4,Washington,Mukilteo,http://www.gunviolencearchive.org/incident/616948,"47.9005, -122.323",2,AR-15,NA,NA,NA
2016-07-29,0,7,7,Georgia,Athens,http://www.gunviolencearchive.org/incident/617334,"33.9664, -83.358",10,NA,NA,NA,NA
2016-07-28,0,5,5,New York,Elmira,http://www.gunviolencearchive.org/incident/615109,"42.0898, -76.8105",23,NA,NA,NA,NA
2016-07-28,0,4,4,Maryland,Baltimore,http://www.gunviolencearchive.org/incident/615328,"39.3189, -76.6095",7,NA,NA,NA,NA
2016-07-28,2,2,4,Illinois,Chicago,http://www.gunviolencearchive.org/incident/615024,"41.8013, -87.7141",4,NA,NA,NA,NA
2016-07-25,2,19,21,Florida,Fort Myers,http://www.gunviolencearchive.org/incident/611479,"26.612, -81.86",19,AR-15,Handgun,NA,10mm
2016-07-24,1,7,8,Ohio,Hamilton,http://www.gunviolencearchive.org/incident/610584,"39.427, -84.5975",8,AR-15,NA,NA,NA
2016-07-23,0,4,4,South Carolina,North Charleston,http://www.gunviolencearchive.org/incident/610756,"32.9271, -80.0791",6,NA,NA,NA,NA
2016-07-23,0,4,4,New York,Brooklyn,http://www.gunviolencearchive.org/incident/613805,"40.6658, -73.8711",8,NA,NA,NA,NA
2016-07-23,2,2,4,Ohio,Cincinnati,http://www.gunviolencearchive.org/incident/610093,"39.1491, -84.5512",1,NA,NA,NA,NA
2016-07-23,4,1,5,Texas,Bastrop,http://www.gunviolencearchive.org/incident/610379,"30.1029, -97.3288",10,NA,NA,NA,NA
2016-07-22,0,5,5,Illinois,Kankakee,http://www.gunviolencearchive.org/incident/610402,"41.1219, -87.8536",2,NA,NA,NA,NA
2016-07-21,0,5,5,Illinois,Chicago,http://www.gunviolencearchive.org/incident/609402,"41.8128, -87.7522",3,NA,NA,NA,NA
2016-07-20,0,4,4,California,Fresno,http://www.gunviolencearchive.org/incident/608787,"36.7468, -119.773",16,NA,NA,NA,NA
2016-07-19,0,4,4,Arkansas,West Memphis,http://www.gunviolencearchive.org/incident/607265,"35.1433, -90.1688",1,NA,NA,NA,NA
2016-07-17,4,3,7,Louisiana,Baton Rouge,http://www.gunviolencearchive.org/incident/604762,"30.4334, -91.0817",6,AR-15,handgun,9mm,9mm
2016-07-17,1,3,4,Texas,Houston,http://www.gunviolencearchive.org/incident/605475,"29.8484, -95.3033",18,NA,NA,NA,NA
2016-07-17,0,4,4,Michigan,Detroit,http://www.gunviolencearchive.org/incident/605367,"42.3534, -83.1009",13,NA,NA,NA,NA
2016-07-16,0,5,5,Texas,Dallas,http://www.gunviolencearchive.org/incident/604459,"32.7154, -96.7141",30,NA,NA,NA,NA
2016-07-16,0,5,5,Ohio,Cleveland,http://www.gunviolencearchive.org/incident/604275,"41.5036, -81.6538",11,NA,NA,NA,NA
2016-07-16,0,4,4,California,San Bernardino,http://www.gunviolencearchive.org/incident/605005,"34.1389, -117.31",31,NA,NA,NA,NA
2016-07-16,1,14,15,California,Bakersfield,http://www.gunviolencearchive.org/incident/604233,"35.3481, -119.036",23,NA,NA,NA,NA
2016-07-16,0,6,6,Tennessee,Clarksville,http://www.gunviolencearchive.org/incident/604175,"36.5377, -87.3377",7,NA,NA,NA,NA
2016-07-15,3,1,4,Washington,Woodland,http://www.gunviolencearchive.org/incident/604207,"45.9199, -122.728",3,NA,NA,NA,45 Auto
2016-07-14,3,1,4,Texas,Crosby,http://www.gunviolencearchive.org/incident/603475,"29.8724, -95.0662",36,NA,NA,NA,NA
2016-07-14,0,4,4,California,Oakland,http://www.gunviolencearchive.org/incident/603733,"37.8063, -122.298",13,NA,NA,NA,NA
2016-07-14,1,3,4,Ohio,Akron,http://www.gunviolencearchive.org/incident/603738,"41.0692, -81.5449",11,NA,NA,NA,NA
2016-07-13,0,5,5,Georgia,Warner Robins,http://www.gunviolencearchive.org/incident/602810,"32.6435, -83.6157",8,NA,NA,NA,05 Mag
2016-07-13,2,2,4,Missouri,Saint Louis,http://www.gunviolencearchive.org/incident/602765,"38.5905, -90.2344",1,NA,NA,NA,NA
2016-07-11,0,5,5,Maryland,Baltimore,http://www.gunviolencearchive.org/incident/600798,"39.3101, -76.6466",7,NA,NA,NA,NA
2016-07-11,0,4,4,Michigan,Jackson,http://www.gunviolencearchive.org/incident/601119,"42.2466, -84.3881",7,NA,handgun,NA,NA
2016-07-11,3,2,5,Michigan,Saint Joseph,http://www.gunviolencearchive.org/incident/600398,"42.1103, -86.4787",6,NA,NA,NA,57 Mag
2016-07-11,0,4,4,District of Columbia,Washington,http://www.gunviolencearchive.org/incident/601512,"38.8845, -76.9283",1,NA,NA,NA,NA
2016-07-07,1,4,5,Tennessee,Bristol,http://www.gunviolencearchive.org/incident/597176,"36.5877, -82.186",1,AR-15,Handgun,NA,NA
2016-07-07,5,9,14,Texas,Dallas,http://www.gunviolencearchive.org/incident/597756,"32.7793, -96.8052",30,AR-15,handgun,9mm,25 Auto
2016-07-07,0,4,4,Louisiana,Baton Rouge,http://www.gunviolencearchive.org/incident/597366,"30.4663, -91.1189",2,NA,NA,NA,NA
2016-07-05,0,4,4,California,Los Angeles,http://www.gunviolencearchive.org/incident/595557,"33.9921, -118.255",40,NA,NA,NA,NA
2016-07-04,0,4,4,Pennsylvania,Pittsburgh,http://www.gunviolencearchive.org/incident/595048,"40.4431, -79.9974",14,NA,NA,NA,NA
2016-07-04,0,4,4,Illinois,Chicago (Englewood),http://www.gunviolencearchive.org/incident/595279,"41.7936, -87.6682",7,NA,NA,NA,NA
2016-07-04,0,7,7,New York,Brooklyn,http://www.gunviolencearchive.org/incident/595166,"40.682, -73.9176",8,NA,NA,NA,NA
2016-07-04,0,4,4,Ohio,Cleveland,http://www.gunviolencearchive.org/incident/596159,"41.4817, -81.7615",11,NA,NA,NA,NA
2016-07-04,3,2,5,Texas,Houston,http://www.gunviolencearchive.org/incident/595069,"29.7565, -95.3806",18,NA,NA,NA,NA
2016-07-04,2,6,8,Arizona,Phoenix,http://www.gunviolencearchive.org/incident/595482,"33.3921, -112.146",7,AR-15,NA,NA,NA
2016-07-03,2,3,5,Louisiana,Monroe,http://www.gunviolencearchive.org/incident/594051,"32.5013, -92.1088",5,NA,NA,NA,NA
2016-07-03,0,4,4,Tennessee,Chattanooga,http://www.gunviolencearchive.org/incident/594480,"35.0656, -85.2517",3,NA,NA,NA,NA
2016-06-30,1,4,5,Illinois,Chicago,http://www.gunviolencearchive.org/incident/592724,"41.7211, -87.6581",1,NA,NA,NA,NA
2016-06-29,5,0,5,Nevada,Las Vegas,http://www.gunviolencearchive.org/incident/592207,"36.1958, -115.224",4,NA,NA,NA,NA
2016-06-28,1,3,4,California,Los Angeles,http://www.gunviolencearchive.org/incident/591975,"33.9064, -118.265",44,NA,NA,NA,NA
2016-06-28,0,4,4,Illinois,Chicago,http://www.gunviolencearchive.org/incident/591294,"41.8567, -87.709",7,NA,NA,NA,NA
2016-06-27,3,1,4,Oregon,Woodburn,http://www.gunviolencearchive.org/incident/589488,"45.1457, -122.785",5,NA,NA,NA,NA
2016-06-26,0,4,4,South Carolina,Bennettsville,http://www.gunviolencearchive.org/incident/590233,"34.5849, -79.6713",7,NA,NA,NA,NA
2016-06-26,1,4,5,Georgia,Atlanta,http://www.gunviolencearchive.org/incident/588867,"33.7112, -84.3495",5,NA,NA,NA,NA
2016-06-26,1,3,4,Texas,Houston,http://www.gunviolencearchive.org/incident/589165,"29.7128, -95.487",7,NA,NA,NA,NA
2016-06-26,0,4,4,Texas,Corpus Christi,http://www.gunviolencearchive.org/incident/588918,"27.7741, -97.4214",27,NA,Handgun,NA,NA
2016-06-26,0,5,5,North Carolina,Charlotte,http://www.gunviolencearchive.org/incident/589159,"35.2253, -80.8848",12,NA,NA,NA,NA
2016-06-25,2,5,7,Texas,Fort Worth,http://www.gunviolencearchive.org/incident/587755,"32.7442, -97.2918",33,NA,NA,NA,NA
2016-06-25,0,4,4,Virginia,Norfolk,http://www.gunviolencearchive.org/incident/589470,"36.8282, -76.2786",3,NA,NA,NA,NA
2016-06-25,0,4,4,Illinois,Chicago,http://www.gunviolencearchive.org/incident/587983,"41.686, -87.6569",1,NA,NA,NA,NA
2016-06-24,0,4,4,Kansas,Kansas City,http://www.gunviolencearchive.org/incident/589046,"39.1233, -94.6161",3,NA,NA,NA,NA
2016-06-24,0,5,5,Connecticut,Hartford,http://www.gunviolencearchive.org/incident/587735,"41.7792, -72.6831",1,NA,NA,NA,NA
2016-06-24,3,2,5,Maryland,District Heights,http://www.gunviolencearchive.org/incident/587769,"38.8454, -76.878",4,NA,NA,NA,NA
2016-06-22,3,1,4,Washington,Olympia,http://www.gunviolencearchive.org/incident/585821,"47.0538, -122.741",10,NA,Handgun,NA,NA
2016-06-22,1,4,5,Georgia,Dekalb (county),http://www.gunviolencearchive.org/incident/586122,"33.8116, -84.1882",4,NA,NA,NA,NA
2016-06-22,0,4,4,Illinois,Chicago,http://www.gunviolencearchive.org/incident/586058,"41.8819, -87.7038",7,NA,NA,NA,NA
2016-06-21,0,4,4,New Jersey,Willingboro,http://www.gunviolencearchive.org/incident/586044,"40.031, -74.8924",3,NA,NA,NA,NA
2016-06-21,2,2,4,Kentucky,Louisville,http://www.gunviolencearchive.org/incident/585615,"38.2091, -85.77",3,NA,NA,NA,NA
2016-06-19,0,4,4,Virginia,Roanoke,http://www.gunviolencearchive.org/incident/583631,"37.2858, -79.9747",6,NA,NA,NA,NA
2016-06-18,1,3,4,Virginia,Exmore,http://www.gunviolencearchive.org/incident/583584,"37.5318, -75.823",2,NA,NA,NA,NA
2016-06-18,2,2,4,Georgia,Waycross,http://www.gunviolencearchive.org/incident/583537,"31.2201, -82.3634",1,NA,NA,NA,NA
2016-06-18,0,4,4,Illinois,Chicago,http://www.gunviolencearchive.org/incident/583362,"41.7519, -87.554",2,NA,NA,NA,NA
2016-06-14,0,4,4,Delaware,Wilmington,http://www.gunviolencearchive.org/incident/580848,"39.7408, -75.5646",1,NA,NA,NA,NA
2016-06-14,1,3,4,California,Oakland,http://www.gunviolencearchive.org/incident/580791,"37.8033, -122.27",13,NA,NA,NA,NA
2016-06-13,0,4,4,California,Fresno,http://www.gunviolencearchive.org/incident/579517,"36.735, -119.739",16,NA,NA,NA,NA
2016-06-13,0,5,5,New York,Brooklyn,http://www.gunviolencearchive.org/incident/579786,"40.6427, -73.9226",9,NA,Handgun,NA,NA
2016-06-13,0,5,5,Illinois,Chicago,http://www.gunviolencearchive.org/incident/580279,"41.8749, -87.706",7,NA,NA,NA,NA
2016-06-12,50,53,103,Florida,Orlando,http://www.gunviolencearchive.org/incident/577157,"28.5195, -81.3767",5,AR-15,NA,9mm,9mm
2016-06-11,5,0,5,New Mexico,Roswell,http://www.gunviolencearchive.org/incident/577574,"33.4196, -104.518",2,NA,NA,NA,NA
2016-06-11,0,4,4,Minnesota,Webster,http://www.gunviolencearchive.org/incident/578238,"44.5298, -93.3729",1,NA,NA,NA,NA
2016-06-11,1,3,4,California,Stockton,http://www.gunviolencearchive.org/incident/577938,"37.9874, -121.291",9,NA,NA,NA,NA
2016-06-11,3,2,5,California,Panorama City,http://www.gunviolencearchive.org/incident/577073,"34.2248, -118.454",29,NA,NA,NA,NA
2016-06-11,1,3,4,North Carolina,Charlotte,http://www.gunviolencearchive.org/incident/576774,"35.3242, -80.7105",12,NA,NA,NA,NA
2016-06-09,0,4,4,Florida,Fort Walton Beach,http://www.gunviolencearchive.org/incident/575607,"30.462, -86.649",1,NA,NA,NA,NA
