date,killed,injured,victims,state,city,address,incident
2016-06-21,2,2,4,Kentucky,Louisville,2802 Rodman Street,http://www.gunviolencearchive.org/incident/585615
2016-06-19,0,4,4,Virginia,Roanoke,2328 Melrose Avenue,http://www.gunviolencearchive.org/incident/583631
2016-06-18,1,3,4,Virginia,Exmore,Fredrick Douglas Road,http://www.gunviolencearchive.org/incident/583584
2016-06-18,2,2,4,Georgia,Waycross,2625 Arnold Ct,http://www.gunviolencearchive.org/incident/583537
2016-06-18,0,4,4,Illinois,Chicago,East 79th Street and South Escanaba Avenue,http://www.gunviolencearchive.org/incident/583362
2016-06-14,0,4,4,Delaware,Wilmington,South Van Buren and Elm streets,http://www.gunviolencearchive.org/incident/580848
2016-06-14,1,3,4,California,Oakland,1301 Franklin Street,http://www.gunviolencearchive.org/incident/580791
2016-06-13,0,4,4,California,Fresno,East El Monte Way and Recreation Avenue,http://www.gunviolencearchive.org/incident/579517
2016-06-13,0,5,5,New York,Brooklyn,Avenue D and E. 57th,http://www.gunviolencearchive.org/incident/579786
2016-06-13,0,5,5,Illinois,Chicago,3200 block of West Congress,http://www.gunviolencearchive.org/incident/580279
2016-06-12,50,53,103,Florida,Orlando,1912 S Orange Avenue,http://www.gunviolencearchive.org/incident/577157
2016-06-11,5,0,5,New Mexico,Roswell,2300 block of Davis Ave,http://www.gunviolencearchive.org/incident/577574
2016-06-11,0,4,4,Minnesota,Webster,4000 block of Elmore Avenue,http://www.gunviolencearchive.org/incident/578238
2016-06-11,1,3,4,California,Stockton,Alvarado Avenue,http://www.gunviolencearchive.org/incident/577938
2016-06-11,3,2,5,California,Panorama City,8500 block of Cedros Avenue,http://www.gunviolencearchive.org/incident/577073
2016-06-11,1,3,4,North Carolina,Charlotte,4000 block of Collegiate Avenue,http://www.gunviolencearchive.org/incident/576774
2016-06-09,0,4,4,Florida,Fort Walton Beach,Landview Drive,http://www.gunviolencearchive.org/incident/575607
